age,overall,potential,pace,shooting,passing,dribbling,defending,physic,position,nationality,value_eur
25,62,67,65.0,28.0,38.0,37.0,63.0,63.0,CB,Japan,525000.0
25,62,66,67.0,51.0,59.0,65.0,56.0,62.0,"LB, LM",Japan,525000.0
28,62,62,78.0,56.0,56.0,65.0,56.0,64.0,"ST, RB",Denmark,400000.0
21,62,72,66.0,60.0,58.0,65.0,39.0,57.0,ST,Iceland,900000.0
18,62,78,79.0,40.0,49.0,66.0,57.0,50.0,"LB, LWB, LM",United States,975000.0
22,62,72,71.0,51.0,60.0,65.0,55.0,64.0,"CM, CDM",Ghana,900000.0
23,62,68,64.0,55.0,59.0,63.0,59.0,61.0,"RM, RB",United States,625000.0
21,62,76,70.0,31.0,51.0,60.0,58.0,60.0,LB,United States,950000.0
20,62,75,72.0,41.0,49.0,60.0,59.0,58.0,"RB, RWB, LB",England,925000.0
21,62,71,56.0,30.0,45.0,40.0,63.0,65.0,CB,Korea Republic,825000.0
18,62,81,67.0,60.0,61.0,66.0,28.0,41.0,"RM, CAM",Mexico,1000000.0
27,62,64,65.0,51.0,56.0,56.0,57.0,72.0,"CDM, CM",Iceland,425000.0
21,62,74,68.0,53.0,62.0,65.0,35.0,55.0,"CAM, ST, RW",Germany,975000.0
22,62,73,49.0,51.0,63.0,60.0,42.0,44.0,"CM, CAM",Spain,900000.0
25,62,68,69.0,34.0,55.0,60.0,59.0,73.0,CB,Sweden,550000.0
21,62,73,49.0,29.0,46.0,43.0,65.0,59.0,"CB, LB",France,825000.0
22,62,73,63.0,64.0,52.0,65.0,30.0,51.0,ST,Slovakia,900000.0
21,62,70,67.0,40.0,50.0,55.0,61.0,66.0,"CB, LB",Austria,825000.0
21,62,71,68.0,54.0,63.0,64.0,47.0,66.0,"CM, CAM, LM",Japan,900000.0
22,62,71,81.0,36.0,52.0,63.0,57.0,62.0,RB,Cameroon,850000.0
22,62,73,62.0,50.0,64.0,59.0,56.0,54.0,"CM, CAM",Spain,900000.0
20,62,77,76.0,53.0,55.0,66.0,31.0,49.0,"RM, LM, CAM",England,950000.0
20,62,75,63.0,43.0,47.0,55.0,61.0,63.0,LB,Germany,925000.0
20,62,76,54.0,52.0,61.0,63.0,60.0,60.0,"CM, RM, LM",Italy,950000.0
20,62,76,70.0,60.0,59.0,64.0,32.0,45.0,"LM, CAM, RM",Spain,950000.0
21,62,73,50.0,44.0,56.0,57.0,58.0,69.0,"CDM, CM",Sweden,850000.0
20,62,75,72.0,30.0,48.0,59.0,56.0,60.0,LB,England,925000.0
20,62,73,75.0,39.0,56.0,61.0,55.0,62.0,RB,Australia,825000.0
25,62,67,73.0,58.0,61.0,68.0,50.0,55.0,"CM, CDM",Scotland,575000.0
23,62,68,83.0,54.0,55.0,64.0,28.0,53.0,LM,Scotland,625000.0
23,62,67,82.0,52.0,53.0,62.0,40.0,70.0,RM,Germany,600000.0
20,62,74,76.0,61.0,48.0,57.0,20.0,66.0,"ST, RW, LW",France,975000.0
20,62,77,65.0,62.0,57.0,65.0,39.0,53.0,"RW, CAM",Germany,950000.0
21,62,73,74.0,58.0,63.0,66.0,44.0,66.0,"CM, RM, LM",Scotland,900000.0
25,62,67,61.0,62.0,43.0,57.0,26.0,58.0,ST,Spain,600000.0
22,62,72,53.0,26.0,33.0,33.0,63.0,71.0,CB,Kosovo,825000.0
22,62,72,64.0,58.0,63.0,65.0,53.0,33.0,"CM, CDM",Spain,900000.0
22,62,71,68.0,63.0,57.0,63.0,33.0,55.0,"CAM, CM, CF",Dominican Republic,900000.0
21,62,72,71.0,56.0,61.0,66.0,38.0,48.0,"CAM, RM",Poland,900000.0
22,62,70,81.0,61.0,55.0,65.0,28.0,43.0,"LW, RW",Romania,900000.0
22,62,68,63.0,33.0,44.0,43.0,58.0,84.0,CB,Sweden,575000.0
22,62,73,45.0,48.0,48.0,51.0,61.0,66.0,CB,Mexico,825000.0
23,62,68,73.0,58.0,56.0,66.0,27.0,49.0,LM,Turkey,625000.0
23,62,69,70.0,31.0,51.0,49.0,60.0,68.0,CB,Austria,750000.0
20,62,75,84.0,40.0,53.0,63.0,55.0,62.0,LB,Ghana,925000.0
20,62,75,55.0,45.0,58.0,58.0,61.0,66.0,CDM,Kosovo,900000.0
22,62,70,68.0,60.0,59.0,65.0,27.0,60.0,"CAM, ST",Georgia,900000.0
19,62,79,70.0,46.0,57.0,62.0,61.0,74.0,"CDM, CM, CB",Switzerland,975000.0
23,62,70,70.0,54.0,59.0,64.0,35.0,55.0,RM,United States,875000.0
22,62,72,75.0,58.0,58.0,65.0,23.0,41.0,"LW, CAM",Spain,900000.0
20,62,78,79.0,50.0,61.0,61.0,56.0,54.0,"LB, LM, CM",Italy,1000000.0
19,62,76,73.0,55.0,60.0,69.0,38.0,45.0,"CAM, CM",Denmark,950000.0
19,62,78,61.0,32.0,37.0,36.0,61.0,74.0,CB,Colombia,975000.0
23,62,69,75.0,44.0,55.0,66.0,29.0,50.0,LM,Colombia,800000.0
25,62,67,59.0,62.0,51.0,54.0,25.0,59.0,ST,Venezuela,600000.0
23,62,70,68.0,55.0,59.0,68.0,56.0,47.0,"LM, LB",Mexico,875000.0
19,62,75,69.0,43.0,61.0,65.0,55.0,62.0,"CDM, CM",Austria,900000.0
21,62,75,73.0,53.0,56.0,62.0,48.0,55.0,"LM, LB",Russia,975000.0
21,62,74,63.0,34.0,38.0,37.0,60.0,72.0,CB,Poland,925000.0
24,62,67,71.0,48.0,53.0,59.0,58.0,63.0,"LWB, LM, LB",Austria,550000.0
19,62,74,72.0,36.0,47.0,54.0,60.0,73.0,CB,China PR,875000.0
21,62,76,70.0,60.0,62.0,68.0,42.0,55.0,CM,Argentina,975000.0
21,62,72,60.0,23.0,39.0,48.0,63.0,63.0,CB,Denmark,825000.0
19,62,82,62.0,63.0,52.0,55.0,33.0,67.0,ST,Mexico,1100000.0
22,62,73,43.0,61.0,50.0,54.0,33.0,77.0,ST,Latvia,900000.0
18,62,79,60.0,53.0,62.0,66.0,56.0,59.0,"CM, CAM",United States,1000000.0
21,62,70,62.0,40.0,56.0,62.0,59.0,61.0,"RB, CB, RM",Greece,850000.0
23,62,69,72.0,60.0,55.0,63.0,30.0,63.0,"ST, RW",Korea Republic,800000.0
22,62,73,65.0,62.0,58.0,67.0,34.0,39.0,"CAM, RM",Spain,900000.0
21,62,74,71.0,36.0,49.0,59.0,59.0,59.0,LB,Argentina,950000.0
21,62,70,69.0,44.0,63.0,61.0,59.0,63.0,"CM, CAM",Greece,900000.0
28,62,62,73.0,36.0,50.0,56.0,58.0,67.0,RB,Saudi Arabia,350000.0
23,62,70,76.0,54.0,56.0,66.0,29.0,52.0,"RM, CDM",Paraguay,875000.0
23,62,72,63.0,29.0,34.0,45.0,62.0,73.0,CB,El Salvador,825000.0
22,62,74,75.0,58.0,56.0,64.0,19.0,48.0,"LM, RM",Spain,975000.0
20,62,71,66.0,62.0,46.0,64.0,24.0,55.0,ST,Brazil,875000.0
20,62,76,79.0,57.0,56.0,65.0,42.0,52.0,"CAM, ST, LW",Denmark,950000.0
21,62,74,70.0,60.0,51.0,67.0,20.0,58.0,"LM, ST",Brazil,975000.0
18,62,79,61.0,29.0,48.0,50.0,61.0,61.0,CB,England,950000.0
19,62,76,67.0,59.0,62.0,64.0,49.0,55.0,"CM, CAM",Spain,950000.0
20,62,78,67.0,56.0,61.0,69.0,30.0,53.0,LW,France,1000000.0
23,62,71,50.0,46.0,57.0,60.0,61.0,74.0,"CM, CDM",Argentina,875000.0
21,62,75,60.0,49.0,58.0,59.0,59.0,72.0,"CDM, LB",Germany,925000.0
19,62,77,70.0,33.0,45.0,60.0,59.0,63.0,RB,England,900000.0
22,62,71,78.0,45.0,54.0,62.0,55.0,58.0,"RB, RM",Czech Republic,850000.0
21,62,71,87.0,55.0,56.0,62.0,28.0,60.0,RW,Bosnia and Herzegovina,900000.0
19,62,80,65.0,60.0,52.0,63.0,20.0,57.0,ST,Argentina,1000000.0
19,62,80,65.0,64.0,60.0,60.0,37.0,56.0,"ST, LM, LW",Mexico,1000000.0
20,62,73,76.0,49.0,55.0,63.0,54.0,69.0,RB,Belgium,825000.0
34,62,62,66.0,52.0,57.0,63.0,43.0,63.0,"RM, RWB",Sweden,190000.0
27,62,64,65.0,39.0,47.0,46.0,61.0,73.0,CB,Japan,425000.0
24,62,67,57.0,59.0,40.0,61.0,25.0,81.0,ST,Romania,600000.0
24,62,69,66.0,32.0,50.0,49.0,60.0,72.0,CB,Norway,750000.0
19,62,78,70.0,61.0,45.0,57.0,19.0,62.0,ST,Spain,1000000.0
25,62,66,71.0,54.0,60.0,60.0,60.0,73.0,"CM, CDM, CAM",Brazil,550000.0
22,62,70,68.0,55.0,61.0,65.0,60.0,59.0,"CM, RW",Northern Ireland,900000.0
20,62,74,77.0,32.0,46.0,59.0,57.0,66.0,"LB, RB",Norway,925000.0
26,62,66,70.0,41.0,56.0,60.0,58.0,67.0,"CDM, CB",Norway,500000.0
21,62,72,72.0,29.0,47.0,65.0,59.0,54.0,LB,Ghana,850000.0
22,62,69,72.0,34.0,55.0,64.0,58.0,59.0,"LB, LM",South Africa,775000.0
22,62,69,71.0,22.0,37.0,44.0,60.0,74.0,CB,United States,750000.0
25,62,65,61.0,32.0,54.0,59.0,58.0,56.0,LWB,Sweden,475000.0
25,62,65,75.0,56.0,55.0,64.0,24.0,62.0,"LM, CAM, CM",Germany,525000.0
21,62,72,70.0,36.0,48.0,59.0,60.0,59.0,"LB, RB",Spain,850000.0
19,62,79,68.0,54.0,63.0,65.0,58.0,61.0,CM,Argentina,1000000.0
20,62,74,68.0,56.0,62.0,63.0,56.0,64.0,"CDM, CM",England,900000.0
24,62,68,51.0,38.0,49.0,49.0,64.0,60.0,"CB, CDM",Spain,575000.0
21,62,74,74.0,58.0,45.0,67.0,29.0,74.0,ST,Brazil,975000.0
23,62,67,61.0,47.0,60.0,67.0,55.0,59.0,"RM, CM",Japan,600000.0
23,62,67,66.0,60.0,41.0,60.0,19.0,65.0,ST,Ghana,600000.0
19,62,73,67.0,58.0,61.0,65.0,44.0,63.0,CF,Japan,875000.0
22,62,68,77.0,50.0,58.0,64.0,24.0,55.0,"LM, RM",Finland,650000.0
23,62,70,75.0,61.0,51.0,66.0,35.0,58.0,"LM, ST, CAM",Brazil,875000.0
18,62,82,73.0,25.0,39.0,40.0,63.0,70.0,CB,Germany,1000000.0
19,62,77,72.0,52.0,59.0,66.0,54.0,58.0,"CM, CAM",United States,950000.0
31,62,62,71.0,41.0,49.0,58.0,62.0,67.0,"CB, RB",United Arab Emirates,275000.0
19,62,75,70.0,42.0,53.0,61.0,60.0,53.0,"RB, RM",England,900000.0
24,62,68,70.0,60.0,57.0,61.0,32.0,59.0,"ST, RM",Finland,625000.0
18,62,78,75.0,46.0,61.0,63.0,55.0,56.0,"LB, RB",Belgium,975000.0
25,62,67,51.0,27.0,34.0,33.0,62.0,69.0,CB,Romania,525000.0
27,62,62,70.0,60.0,61.0,63.0,53.0,60.0,"CM, CAM",Romania,425000.0
24,62,66,53.0,25.0,40.0,43.0,60.0,70.0,CB,Romania,525000.0
20,62,76,60.0,32.0,53.0,50.0,56.0,60.0,LB,Bolivia,925000.0
20,62,75,66.0,54.0,59.0,63.0,60.0,55.0,"CDM, CM",Russia,900000.0
19,62,81,62.0,26.0,43.0,47.0,61.0,73.0,CB,Republic of Ireland,975000.0
26,62,63,70.0,47.0,57.0,65.0,27.0,41.0,RM,Korea Republic,475000.0
17,62,81,75.0,54.0,54.0,73.0,37.0,43.0,"RW, CAM",Portugal,1000000.0
18,62,81,77.0,61.0,52.0,64.0,38.0,56.0,ST,Romania,1000000.0
20,62,78,62.0,28.0,36.0,39.0,63.0,65.0,CB,Wales,975000.0
22,62,69,51.0,38.0,36.0,46.0,61.0,71.0,CB,Portugal,750000.0
24,62,68,80.0,55.0,57.0,63.0,27.0,62.0,"LM, CAM, ST",Albania,625000.0
19,62,77,82.0,35.0,42.0,58.0,61.0,52.0,"LB, RB",England,900000.0
19,62,80,67.0,41.0,57.0,65.0,58.0,56.0,"CDM, CM",France,975000.0
22,62,69,76.0,34.0,54.0,55.0,58.0,66.0,RB,Belgium,775000.0
25,62,65,77.0,31.0,52.0,54.0,56.0,62.0,RB,Poland,475000.0
29,62,62,70.0,25.0,48.0,59.0,57.0,63.0,LB,Slovakia,350000.0
25,62,67,72.0,64.0,60.0,62.0,38.0,71.0,"CAM, CM",Serbia,575000.0
20,62,76,62.0,45.0,64.0,64.0,56.0,66.0,CM,Spain,950000.0
22,62,73,62.0,62.0,48.0,57.0,26.0,61.0,ST,Spain,900000.0
27,62,63,69.0,51.0,62.0,68.0,50.0,52.0,"LWB, CM",France,425000.0
31,62,62,55.0,25.0,53.0,62.0,58.0,65.0,LB,Romania,300000.0
27,62,65,51.0,54.0,55.0,57.0,60.0,66.0,CDM,Moldova,450000.0
34,62,62,34.0,23.0,45.0,33.0,62.0,74.0,CB,Romania,130000.0
29,62,62,77.0,62.0,59.0,63.0,35.0,61.0,"CAM, ST",Poland,400000.0
18,62,76,66.0,63.0,50.0,61.0,21.0,55.0,"ST, CF",Turkey,925000.0
28,62,62,67.0,52.0,61.0,64.0,32.0,53.0,"CAM, CM",Austria,400000.0
20,62,75,88.0,60.0,53.0,64.0,23.0,58.0,"ST, RW, LW",Ghana,975000.0
20,62,73,74.0,52.0,51.0,58.0,60.0,66.0,"RWB, RB",Austria,825000.0
20,62,72,58.0,25.0,33.0,39.0,63.0,68.0,"CB, CDM",Germany,825000.0
20,62,72,77.0,53.0,55.0,63.0,47.0,51.0,"LM, LW",Canada,875000.0
22,62,73,72.0,30.0,51.0,60.0,58.0,61.0,RB,Poland,850000.0
25,62,68,63.0,29.0,45.0,38.0,62.0,65.0,CB,Slovakia,550000.0
19,62,77,71.0,60.0,47.0,59.0,23.0,58.0,"ST, LW",Germany,950000.0
25,62,65,71.0,51.0,56.0,65.0,42.0,69.0,"RM, LM, RB",Germany,525000.0
18,62,80,73.0,30.0,50.0,55.0,58.0,62.0,"RB, RM",Belgium,975000.0
25,62,66,60.0,57.0,62.0,62.0,53.0,71.0,CM,Portugal,550000.0
21,62,74,75.0,39.0,53.0,66.0,57.0,55.0,RB,Comoros,950000.0
21,62,74,65.0,53.0,59.0,67.0,30.0,43.0,"LM, RM",France,975000.0
21,62,71,81.0,59.0,44.0,69.0,35.0,43.0,"RW, LW",Senegal,900000.0
24,62,66,67.0,59.0,60.0,62.0,30.0,55.0,"RM, RW, ST",Spain,575000.0
24,62,67,74.0,28.0,52.0,56.0,57.0,58.0,LB,Saudi Arabia,550000.0
20,62,74,81.0,60.0,57.0,70.0,37.0,50.0,CAM,Argentina,950000.0
24,62,70,54.0,25.0,35.0,39.0,64.0,69.0,CB,Bosnia and Herzegovina,825000.0
22,62,71,79.0,57.0,55.0,62.0,32.0,38.0,LW,Romania,900000.0
22,62,72,74.0,37.0,54.0,65.0,57.0,59.0,RB,Brazil,850000.0
20,62,74,56.0,47.0,56.0,62.0,61.0,67.0,"CDM, CM",France,900000.0
19,62,74,64.0,37.0,47.0,59.0,64.0,61.0,"LB, RB",Cameroon,900000.0
20,62,76,63.0,58.0,61.0,66.0,55.0,45.0,CM,France,950000.0
23,62,68,78.0,43.0,53.0,58.0,58.0,68.0,"RB, RWB",Côte d'Ivoire,600000.0
24,62,68,58.0,44.0,57.0,61.0,59.0,58.0,CDM,Haiti,575000.0
22,62,71,70.0,35.0,52.0,60.0,63.0,66.0,CB,Niger,825000.0
27,62,62,68.0,45.0,60.0,52.0,57.0,54.0,"RB, RM",Venezuela,375000.0
19,62,76,70.0,30.0,54.0,61.0,57.0,58.0,LB,Belgium,900000.0
24,62,67,67.0,55.0,62.0,66.0,49.0,54.0,CM,United Arab Emirates,600000.0
23,62,70,66.0,48.0,60.0,61.0,59.0,62.0,"CM, CDM",Argentina,875000.0
25,62,67,66.0,52.0,56.0,58.0,61.0,71.0,"CDM, CM",Korea Republic,525000.0
22,62,69,70.0,57.0,58.0,60.0,45.0,68.0,"RM, LM",Austria,800000.0
23,62,70,62.0,43.0,60.0,62.0,62.0,63.0,"CM, CDM",Brazil,875000.0
21,62,71,61.0,28.0,44.0,44.0,62.0,63.0,CB,Sweden,825000.0
23,62,69,65.0,28.0,44.0,44.0,60.0,70.0,"CB, CDM",Austria,750000.0
20,62,77,55.0,31.0,42.0,47.0,61.0,68.0,CB,Mexico,900000.0
22,62,71,70.0,45.0,55.0,61.0,61.0,56.0,"CDM, CM",Nigeria,850000.0
22,62,72,73.0,44.0,61.0,65.0,48.0,46.0,"LM, RM",Turkey,900000.0
20,62,78,80.0,52.0,57.0,63.0,30.0,43.0,RM,Scotland,1000000.0
20,62,75,66.0,40.0,47.0,57.0,62.0,57.0,LB,Serbia,925000.0
20,62,74,60.0,47.0,63.0,61.0,55.0,58.0,"CM, CDM",Netherlands,950000.0
21,62,72,62.0,48.0,62.0,68.0,52.0,48.0,"CM, CDM",Spain,900000.0
21,62,73,61.0,52.0,61.0,65.0,61.0,49.0,"CDM, CM",France,850000.0
21,62,73,75.0,32.0,44.0,61.0,58.0,61.0,"RB, LB",Italy,850000.0
19,62,76,69.0,49.0,58.0,66.0,46.0,54.0,CM,Norway,950000.0
22,62,71,70.0,49.0,56.0,69.0,31.0,42.0,"CAM, RM, LM",Spain,900000.0
20,62,73,49.0,49.0,55.0,55.0,60.0,70.0,"CDM, CB, CM",Albania,825000.0
20,62,76,67.0,58.0,58.0,68.0,39.0,48.0,CAM,Spain,950000.0
20,62,74,65.0,55.0,62.0,65.0,40.0,53.0,"RM, LM",France,950000.0
28,62,62,78.0,31.0,49.0,56.0,56.0,63.0,LB,Venezuela,350000.0
22,62,69,68.0,56.0,62.0,68.0,53.0,59.0,"CM, LM",Portugal,800000.0
20,62,74,71.0,62.0,54.0,68.0,32.0,54.0,"LM, LW",Spain,950000.0
19,62,76,59.0,53.0,52.0,67.0,58.0,68.0,"CDM, CB",Austria,900000.0
23,62,69,73.0,53.0,62.0,63.0,49.0,58.0,"CAM, CM",Spain,800000.0
20,62,78,65.0,51.0,61.0,62.0,53.0,54.0,"CM, CAM",Italy,1000000.0
23,62,68,53.0,63.0,51.0,60.0,28.0,69.0,ST,Paraguay,625000.0
21,62,72,55.0,51.0,61.0,64.0,57.0,73.0,CM,Uruguay,900000.0
27,62,62,58.0,62.0,50.0,61.0,29.0,61.0,ST,Uruguay,425000.0
22,62,71,75.0,51.0,57.0,66.0,32.0,46.0,"LW, RW, CAM",Uruguay,900000.0
26,62,63,63.0,59.0,58.0,61.0,28.0,60.0,RW,Ecuador,475000.0
21,62,74,65.0,43.0,52.0,60.0,60.0,66.0,"RB, CDM",Netherlands,950000.0
20,62,76,64.0,44.0,58.0,56.0,61.0,58.0,"RB, CDM",Turkey,925000.0
18,62,76,76.0,34.0,54.0,61.0,57.0,58.0,"LB, LM",Sweden,875000.0
18,62,80,67.0,41.0,63.0,64.0,61.0,63.0,"CM, CDM",Italy,1000000.0
21,62,72,64.0,56.0,59.0,68.0,19.0,46.0,RW,Peru,900000.0
21,62,66,70.0,53.0,55.0,62.0,38.0,65.0,CAM,Peru,575000.0
32,62,62,49.0,31.0,42.0,44.0,60.0,72.0,CB,Bolivia,250000.0
23,62,68,69.0,67.0,50.0,68.0,24.0,55.0,"CAM, ST",Germany,625000.0
30,62,62,51.0,36.0,46.0,42.0,59.0,74.0,CB,Colombia,325000.0
19,62,72,71.0,31.0,52.0,49.0,54.0,68.0,CDM,Venezuela,800000.0
19,62,76,69.0,54.0,56.0,63.0,27.0,55.0,RM,Venezuela,950000.0
19,62,72,89.0,60.0,50.0,68.0,28.0,49.0,LM,Burundi,850000.0
18,62,81,72.0,45.0,60.0,66.0,57.0,59.0,"CDM, CM, CAM",Scotland,950000.0
28,62,62,73.0,59.0,56.0,64.0,36.0,51.0,CAM,Brazil,400000.0
27,62,62,77.0,55.0,56.0,68.0,53.0,66.0,CM,Uruguay,425000.0
20,62,73,76.0,44.0,55.0,55.0,60.0,69.0,"CB, RB",Ecuador,825000.0
22,62,68,69.0,51.0,60.0,60.0,52.0,61.0,"RM, RW",Peru,650000.0
28,62,62,77.0,55.0,56.0,62.0,40.0,60.0,"LM, CAM",Sweden,400000.0
24,62,68,71.0,53.0,56.0,62.0,55.0,63.0,"LM, LWB",North Macedonia,625000.0
20,62,72,72.0,57.0,59.0,63.0,41.0,59.0,"CAM, LM",Paraguay,875000.0
25,62,68,50.0,30.0,39.0,41.0,63.0,70.0,CB,Bolivia,550000.0
31,62,62,53.0,52.0,52.0,50.0,60.0,73.0,CB,Ecuador,275000.0
21,62,67,73.0,47.0,55.0,55.0,55.0,67.0,LB,Peru,575000.0
21,62,68,74.0,55.0,59.0,60.0,31.0,39.0,"RM, RW",Paraguay,650000.0
26,62,64,82.0,59.0,56.0,60.0,27.0,61.0,ST,Ecuador,500000.0
19,62,78,72.0,37.0,49.0,58.0,58.0,59.0,LB,England,1000000.0
25,62,67,73.0,49.0,57.0,60.0,56.0,66.0,LB,Iceland,550000.0
26,62,64,75.0,58.0,59.0,61.0,48.0,58.0,"CAM, LW",Venezuela,500000.0
31,62,62,70.0,32.0,55.0,57.0,58.0,48.0,LB,Venezuela,300000.0
23,62,69,65.0,30.0,53.0,56.0,57.0,59.0,LB,Uruguay,750000.0
25,62,65,72.0,56.0,59.0,65.0,52.0,57.0,"CM, CAM",Sweden,525000.0
20,62,72,61.0,59.0,54.0,70.0,18.0,55.0,CF,France,875000.0
38,62,62,59.0,61.0,59.0,64.0,36.0,49.0,CAM,Venezuela,130000.0
27,62,62,67.0,50.0,56.0,65.0,28.0,45.0,"RM, CF, CAM",Venezuela,425000.0
28,62,62,61.0,53.0,56.0,63.0,54.0,61.0,CM,Paraguay,400000.0
25,62,67,70.0,28.0,45.0,47.0,62.0,60.0,"CB, RB",Paraguay,525000.0
21,62,70,68.0,46.0,58.0,62.0,23.0,51.0,LM,Paraguay,900000.0
19,62,74,70.0,60.0,46.0,57.0,25.0,61.0,ST,Netherlands,950000.0
22,62,69,65.0,37.0,50.0,56.0,59.0,65.0,"LB, LWB",Norway,775000.0
26,62,65,67.0,30.0,47.0,50.0,60.0,61.0,"LB, CB",Venezuela,475000.0
27,62,65,56.0,30.0,39.0,46.0,62.0,61.0,"CB, CDM",Ecuador,450000.0
25,62,65,63.0,59.0,48.0,64.0,20.0,57.0,"ST, RM, RW",Uruguay,525000.0
20,62,70,65.0,63.0,38.0,56.0,24.0,62.0,ST,Paraguay,875000.0
19,62,76,64.0,52.0,58.0,69.0,33.0,43.0,"CAM, CM",United States,950000.0
28,62,62,60.0,62.0,47.0,64.0,22.0,63.0,ST,Colombia,400000.0
21,62,71,65.0,50.0,57.0,63.0,28.0,53.0,RM,Paraguay,900000.0
24,62,67,63.0,61.0,45.0,61.0,24.0,63.0,ST,Bolivia,600000.0
21,62,70,48.0,31.0,43.0,47.0,61.0,66.0,CB,Ecuador,825000.0
20,62,75,60.0,29.0,42.0,45.0,62.0,67.0,CB,France,900000.0
22,62,68,61.0,55.0,58.0,62.0,49.0,60.0,CM,Venezuela,625000.0
22,62,69,69.0,61.0,60.0,65.0,54.0,67.0,"CAM, CM",Slovenia,800000.0
17,62,79,68.0,32.0,42.0,56.0,62.0,48.0,RB,Mexico,950000.0
26,62,63,70.0,63.0,37.0,62.0,23.0,60.0,ST,Romania,475000.0
19,62,75,76.0,30.0,45.0,55.0,58.0,61.0,"RB, CB",Uruguay,900000.0
24,62,68,67.0,31.0,38.0,42.0,61.0,73.0,CB,Congo DR,575000.0
30,62,62,60.0,63.0,46.0,62.0,21.0,49.0,ST,Peru,400000.0
23,62,72,63.0,40.0,46.0,52.0,62.0,67.0,CB,Bulgaria,825000.0
21,62,75,75.0,38.0,55.0,62.0,59.0,66.0,"CB, RB",Argentina,925000.0
21,62,74,72.0,49.0,68.0,58.0,40.0,46.0,"CAM, CM, LM",Spain,975000.0
29,62,63,56.0,28.0,45.0,47.0,61.0,66.0,CB,Bolivia,375000.0
25,62,66,60.0,24.0,41.0,32.0,63.0,70.0,CB,Uzbekistan,500000.0
23,62,69,64.0,38.0,58.0,57.0,62.0,70.0,"CM, CDM",Ghana,800000.0
20,62,76,68.0,53.0,65.0,63.0,48.0,51.0,CAM,Argentina,950000.0
21,62,72,71.0,33.0,50.0,64.0,56.0,60.0,LB,Mexico,850000.0
23,62,70,75.0,54.0,55.0,65.0,22.0,51.0,"LM, RM",Spain,875000.0
18,62,77,63.0,52.0,58.0,58.0,49.0,59.0,CM,Bolivia,925000.0
19,62,76,65.0,30.0,49.0,54.0,63.0,61.0,CB,Mali,875000.0
22,62,68,72.0,51.0,58.0,61.0,57.0,60.0,"LM, LWB",Turkey,650000.0
31,62,62,55.0,29.0,51.0,45.0,60.0,68.0,CB,Serbia,275000.0
20,62,73,75.0,63.0,43.0,62.0,19.0,60.0,ST,Congo,875000.0
22,62,72,55.0,26.0,47.0,42.0,63.0,65.0,CB,Portugal,825000.0
20,62,72,60.0,27.0,36.0,45.0,62.0,68.0,CB,Austria,825000.0
23,62,69,56.0,64.0,51.0,57.0,26.0,61.0,ST,Germany,800000.0
22,62,69,66.0,38.0,57.0,57.0,58.0,66.0,CDM,Japan,750000.0
29,62,62,55.0,62.0,54.0,58.0,26.0,68.0,"ST, CF",Japan,400000.0
24,62,66,59.0,65.0,38.0,61.0,20.0,57.0,ST,Ecuador,575000.0
24,62,65,68.0,55.0,57.0,63.0,50.0,54.0,"RM, RB",Venezuela,550000.0
19,62,79,69.0,50.0,62.0,62.0,57.0,58.0,CM,Argentina,1000000.0
20,62,72,65.0,46.0,58.0,61.0,55.0,66.0,"CDM, CM",South Africa,825000.0
21,62,70,71.0,48.0,60.0,66.0,53.0,63.0,"CM, CDM",Argentina,900000.0
21,62,72,76.0,61.0,54.0,64.0,45.0,55.0,"RM, CM",Norway,900000.0
23,62,68,62.0,51.0,54.0,63.0,58.0,60.0,"RB, LM",Japan,600000.0
28,62,62,69.0,49.0,57.0,64.0,36.0,46.0,"LM, RW",Uruguay,400000.0
21,62,70,65.0,32.0,54.0,53.0,60.0,65.0,"CDM, CM, CB",Germany,850000.0
23,62,66,63.0,36.0,48.0,57.0,61.0,51.0,RB,Peru,525000.0
21,62,75,70.0,54.0,55.0,68.0,28.0,52.0,RW,Peru,975000.0
22,62,73,62.0,49.0,54.0,60.0,60.0,68.0,CDM,Germany,850000.0
23,62,71,61.0,65.0,48.0,59.0,21.0,52.0,ST,Uruguay,900000.0
18,62,79,62.0,43.0,49.0,46.0,62.0,67.0,"CB, CDM",Finland,950000.0
19,62,70,71.0,32.0,53.0,61.0,58.0,57.0,"LB, CDM",Germany,825000.0
21,62,73,63.0,57.0,59.0,58.0,56.0,77.0,CM,Germany,900000.0
17,62,82,73.0,55.0,58.0,69.0,39.0,44.0,"CAM, LW",Belgium,1100000.0
21,62,73,67.0,45.0,53.0,55.0,61.0,71.0,"CDM, CM",Burundi,850000.0
24,62,68,78.0,50.0,54.0,62.0,57.0,62.0,RB,Netherlands,600000.0
20,62,69,55.0,30.0,45.0,44.0,61.0,71.0,"CB, CDM",Senegal,725000.0
18,62,80,67.0,59.0,56.0,66.0,31.0,55.0,"RM, RW, LM",Germany,1000000.0
18,62,80,64.0,55.0,60.0,71.0,38.0,43.0,CAM,Portugal,1000000.0
20,62,75,69.0,64.0,50.0,63.0,28.0,53.0,ST,Switzerland,975000.0
20,62,75,63.0,51.0,52.0,61.0,61.0,69.0,"CM, CDM, CB",Mauritania,950000.0
25,62,66,70.0,47.0,65.0,59.0,48.0,60.0,CM,France,550000.0
21,62,71,68.0,54.0,61.0,66.0,53.0,57.0,"CM, CAM",Portugal,900000.0
